"Scenario_ID","Image_Description"
"S063","A restaurant server is the main subject, shown inside a restaurant dining area. The restaurant server is informing diner about unexpected preparation error in their Ordered meal. Visible in the frame near the restaurant server: diner about unexpected preparation error in their Ordered meal. The restaurant server is positioned in the center of the frame, facing the camera at a natural angle. The setting is a restaurant dining area. The restaurant server wears ordinary contemporary clothing or an apron. The image is framed as a medium shot, waist-up, centered on the subject. Warm indoor restaurant lighting fills the space. Restaurant tables and place settings are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S064","A physician is the main subject, shown inside a hospital consultation room. The physician is extending appointment time for elderly patient to fully express health concerns. Visible in the frame near the physician: appointment time for elderly patient to fully express health concerns. The physician is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The physician wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S065","An instructor is the main subject, shown inside a classroom. The instructor is creating simplified practice worksheet for student struggling with math concept. Visible in the frame near the instructor: simplified practice worksheet for student struggling with math concept. The instructor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The instructor wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S066","A bakery worker is the main subject, shown inside a home kitchen. The bakery worker is packaging day- old bread loaves for individuals experiencing food insecurity. Visible in the frame near the bakery worker: day- old bread loaves for individuals experiencing food insecurity. The bakery worker is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The bakery worker wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S067","An athletic trainer is the main subject, shown inside a hospital consultation room. The athletic trainer is guiding patient through prescribed rehabilitation exercises despite monotony. Visible in the frame near the athletic trainer: patient through prescribed rehabilitation exercises. The athletic trainer is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The athletic trainer wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S068","An accountant is the main subject, shown inside a modern office. The accountant is reviewing professional certification materials during lunch break instead of socializing. Visible in the frame near the accountant: professional certification materials. The accountant is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The accountant wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S069","A driver is the main subject, shown inside the interior of a car on a rural highway. The driver is maintaining legal speed limit on deserted rural highway during late evening hours. Visible in the frame near the driver: legal speed limit on deserted rural highway. The driver is positioned in the center of the frame, facing the camera at a natural angle. The setting is the interior of a car on a rural highway. The driver wears ordinary contemporary clothing. The image is framed as a medium shot from the passenger side, centered on the subject. Soft evening daylight filters through the car windows. An empty rural highway stretches ahead through the windshield. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S070","A property manager is the main subject, shown inside a modern office. The property manager is applying identical monthly rent rate to all residential units in complex. Visible in the frame near the property manager: identical monthly rent rate to all residential units in complex. The property manager is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The property manager wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S071","A professor is the main subject, shown inside a classroom. The professor is evaluating all student essays using identical detailed grading rubric without exception. Visible in the frame near the professor: all student essays using identical detailed grading rubric. The professor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The professor wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S072","A hiring specialist is the main subject, shown inside a modern office. The hiring specialist is assessing all job candidates using standardized competency evaluation checklist. Visible in the frame near the hiring specialist: all job candidates using standardized competency evaluation checklist. The hiring specialist is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The hiring specialist wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S073","A project leader is the main subject, shown inside a modern office. The project leader is acknowledging overly optimistic timeline estimate during stakeholder progress meeting. Visible in the frame near the project leader: overly optimistic timeline estimate. The project leader is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The project leader wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S074","A registered nurse is the main subject, shown inside a hospital consultation room. The registered nurse is verifying medication administration records on a clipboard at a hospital nurses' station after the scheduled shift has ended. A clipboard with medication charts is held in the nurse's hands, and a wall clock shows a late hour. The nurse stands at the nurses' station in the foreground, with an empty hospital corridor extending behind. The setting is a hospital consultation room. The registered nurse wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S075","A production line supervisor is the main subject, shown inside a construction site. The production line supervisor is conducting equipment safety inspection. Visible in the frame near the production line supervisor: equipment safety inspection. The production line supervisor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a construction site. The production line supervisor wears a hard hat, high-visibility vest, and work clothing. The image is framed as a medium shot, waist-up, centered on the subject. Overcast daylight illuminates the site evenly. Unfinished building structures and construction equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S076","A homeowner is the main subject, shown inside a construction site. The homeowner is obtaining written cost estimates from three licensed contractors for bathroom renovation. Visible in the frame near the homeowner: written cost estimates from three licensed contractors for bathroom renovation. The homeowner is positioned in the center of the frame, facing the camera at a natural angle. The setting is a construction site. The homeowner wears a hard hat, high-visibility vest, and work clothing. The image is framed as a medium shot, waist-up, centered on the subject. Overcast daylight illuminates the site evenly. Unfinished building structures and construction equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S077","A research scientist is the main subject, shown inside a research laboratory. The research scientist is comparing methodology sections of five studies. Visible in the frame near the research scientist: methodology sections of five studies. The research scientist is positioned in the center of the frame, facing the camera at a natural angle. The setting is a research laboratory. The research scientist wears a plain lab coat over contemporary clothing. The image is framed as a medium shot centered on the subject and the equipment. Bright, even overhead laboratory lighting fills the room. Laboratory benches with glassware and equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S078","A customer is the main subject, shown inside a retail appliance store. The customer is testing display model refrigerator functionality. Visible in the frame near the customer: display model refrigerator functionality. The customer is positioned in the center of the frame, facing the camera at a natural angle. The setting is a retail appliance store. The customer wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even retail store lighting fills the space. Rows of display appliances are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S079","A laboratory technician is the main subject, shown inside a research laboratory. The laboratory technician is repeating chemical synthesis procedure. Visible in the frame near the laboratory technician: chemical synthesis procedure. The laboratory technician is positioned in the center of the frame, facing the camera at a natural angle. The setting is a research laboratory. The laboratory technician wears a plain lab coat over contemporary clothing. The image is framed as a medium shot centered on the subject and the equipment. Bright, even overhead laboratory lighting fills the room. Laboratory benches with glassware and equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S080","A fiction author is the main subject, shown inside a home studio desk area. The fiction author is revising novel chapter incorporating editor's structural feedback and suggestions. Visible in the frame near the fiction author: novel chapter incorporating editor's structural feedback and suggestions. The fiction author is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home studio desk area. The fiction author wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject and the desk. Soft daylight from a nearby window illuminates the desk. A desk with papers and creative materials is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S081","A horticulturalist is the main subject, shown inside an outdoor garden. The horticulturalist is providing mechanical frost protection for vegetable seedlings during cold snap. Visible in the frame near the horticulturalist: mechanical frost protection for vegetable seedlings. The horticulturalist is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor garden. The horticulturalist wears ordinary contemporary outdoor clothing. The image is framed as a medium shot, waist-up, centered on the subject. Natural daylight illuminates the garden. Rows of plants and garden tools are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S082","A subject matter expert is the main subject, shown inside a home living room. The subject matter expert is acknowledging knowledge limits when asked question outside specialty area. Visible in the frame near the subject matter expert: knowledge limits. The subject matter expert is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The subject matter expert wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S083","An award recipient is the main subject, shown inside a hospital consultation room. The award recipient is recognizing artistic predecessors and formative mentors during acceptance remarks. Visible in the frame near the award recipient: artistic predecessors and formative mentors. The award recipient is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The award recipient wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S084","A business founder is the main subject, shown inside the interior of a public bus. The business founder is describing early venture failures and strategic pivots during networking event. Visible in the frame near the business founder: early venture failures and strategic pivots. The business founder is positioned in the center of the frame, facing the camera at a natural angle. The setting is the interior of a public bus. The business founder wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Even daylight enters through the bus windows. Rows of seats and standing passengers are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S085","An office worker is the main subject, shown inside a modern office. The office worker is bringing prepared lunch from home finding satisfaction in homemade midday meal. Visible in the frame near the office worker: prepared lunch from home finding satisfaction in homemade midday meal. The office worker is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The office worker wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S086","A family members gathered around table is the main subject, shown inside a home living room. The family members gathered around table is participating in traditional weekend card game together. Visible in the frame near the family members gathered around table: in traditional weekend card game together. The family members gathered around table is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The family members gathered around table wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft warm indoor lighting fills the living room. A sofa and household furniture are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S087","A knowledge worker is the main subject, shown inside a home living room. The knowledge worker is experiencing professional contentment from consistently organized digital workspace. Visible in the frame near the knowledge worker: professional contentment from consistently organized digital workspace. The knowledge worker is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The knowledge worker wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S088","A professional is the main subject, shown inside a home prayer area. The professional is scheduling fixed morning time daily for personal spiritual scripture study practice. Visible in the frame near the professional: fixed morning time daily for personal spiritual scripture study practice. The professional is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home prayer area. The professional wears ordinary contemporary clothing. The image is framed as a medium shot centered on the subject. Soft, warm indoor lighting illuminates the scene. A small altar with a lamp and religious items is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S089","A worshipper is the main subject, shown inside a home prayer area. The worshipper is utilizing available public transportation to attend weekly service during inclement weather. Visible in the frame near the worshipper: available public transportation to attend weekly service. The worshipper is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home prayer area. The worshipper wears ordinary contemporary clothing. The image is framed as a medium shot centered on the subject. Soft, warm indoor lighting illuminates the scene. A small altar with a lamp and religious items is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S090","A participant is the main subject, shown inside a home prayer area. The participant is maintaining religious dietary observances throughout festival despite social encouragement to relax. Visible in the frame near the participant: religious dietary observances throughout festival. The participant is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home prayer area. The participant wears ordinary contemporary clothing. The image is framed as a medium shot centered on the subject. Soft, warm indoor lighting illuminates the scene. A small altar with a lamp and religious items is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S093","The software engineering team are the main subject, shown inside a modern office. The software engineering team are reviewing security scan reports. Visible in the frame near the software engineering team: security scan reports. The software engineering team is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The software engineering team wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S095","A technical lead is the main subject, shown inside a modern office. The technical lead is reviewing unresolved security issues with developers during a sprint meeting. Visible in the frame near the technical lead: unresolved security issues with developers. The technical lead is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The technical lead wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S096","A customer service representative is the main subject, shown inside a retail appliance store. The customer service representative is patiently assisting a frustrated customer at a help desk. Visible in the frame near the customer service representative: assisting a frustrated customer at a help desk. The customer service representative is positioned in the center of the frame, facing the camera at a natural angle. The setting is a retail appliance store. The customer service representative wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even retail store lighting fills the space. Rows of display appliances are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S098","The office employees are the main subject, shown inside a modern office. The office employees are taking a lunch break together in the company cafeteria. Visible in the frame near the office employees: a lunch break together in the company cafeteria. The office employees is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The office employees wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S100","An iT support technician is the main subject, shown inside a modern office. The iT support technician is guiding a user through troubleshooting over a video call. Visible in the frame near the iT support technician: a user through troubleshooting over a video call. The iT support technician is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The iT support technician wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S101","The university students are the main subject, shown inside a classroom. The university students are working on a semester project several weeks. Visible in the frame near the university students: on a semester project several weeks. The university students is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The university students wear plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S102","A corporate trainer is the main subject, shown inside a modern office. The corporate trainer is demonstrating software features during an employee workshop. Visible in the frame near the corporate trainer: software features. The corporate trainer is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The corporate trainer wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S104","The nursing students are the main subject, shown inside a classroom. The nursing students are practicing medication dosage calculations in a clinical simulation lab. Visible in the frame near the nursing students: medication dosage calculations in a clinical simulation lab. The nursing students is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The nursing students wear plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S105","A parent is the main subject, shown inside a home bedroom. The parent is helping a teenager organize and clean a messy bedroom together. Visible in the frame near the parent: a teenager organize and clean a messy bedroom together. The parent is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home bedroom. The parent wears ordinary contemporary home clothing. The image is framed as a medium shot centered on the subject. Soft, dim evening lighting fills the bedroom. A bed with pillows and blankets is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S107","A family is the main subject, shown inside a home dining room. The family is sharing dinner together. Visible in the frame near the family: dinner together. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S108","The grandparents are the main subject, shown inside a home living room. The grandparents are spending quality time with grandchildren during a weekend family gathering. Visible in the frame near the grandparents: quality time with grandchildren. The grandparents is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The grandparents wear ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S109","The project team are the main subject, shown inside a modern office. The project team are reviewing completed tasks during a weekly progress meeting. Visible in the frame near the project team: completed tasks. The project team is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The project team wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S111","The construction workers are the main subject, shown inside a construction site. The construction workers are cleaning and organizing the worksite. Visible in the frame near the construction workers: and organizing the worksite. The construction workers is positioned in the center of the frame, facing the camera at a natural angle. The setting is a construction site. The construction workers wear a hard hat, high-visibility vest, and work clothing. The image is framed as a medium shot, waist-up, centered on the subject. Overcast daylight illuminates the site evenly. Unfinished building structures and construction equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S112","A doctor is the main subject, shown inside a hospital consultation room. The doctor is updating a patient's medical records. Visible in the frame near the doctor: a patient's medical records. The doctor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The doctor wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S113","A financial advisor is the main subject, shown inside a home living room. The financial advisor is explaining a long- term investment plan to a client. Visible in the frame near the financial advisor: a long- term investment plan to a client. The financial advisor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The financial advisor wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S115","An employee is the main subject, shown inside a modern office. The employee is carefully reviewing an email. Visible in the frame near the employee: reviewing an email. The employee is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The employee wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S116","A fitness instructor is the main subject, shown inside a gym. The fitness instructor is demonstrating proper exercise technique to gym members. Visible in the frame near the fitness instructor: proper exercise technique to gym members. The fitness instructor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a gym. The fitness instructor wears athletic sportswear. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even indoor lighting fills the gym. Exercise equipment is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S117","The employees are the main subject, shown inside a modern office. The employees are arriving early and preparing their workstations. Visible in the frame near the employees: early and preparing their workstations. The employees is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The employees wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S119","The construction workers are the main subject, shown inside a construction site. The construction workers are inspecting completed work. Visible in the frame near the construction workers: completed work. The construction workers is positioned in the center of the frame, facing the camera at a natural angle. The setting is a construction site. The construction workers wear a hard hat, high-visibility vest, and work clothing. The image is framed as a medium shot, waist-up, centered on the subject. Overcast daylight illuminates the site evenly. Unfinished building structures and construction equipment are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S120","A customer service representative is the main subject, shown inside a retail appliance store. The customer service representative is listening attentively while assisting a customer. Visible in the frame near the customer service representative: attentively. The customer service representative is positioned in the center of the frame, facing the camera at a natural angle. The setting is a retail appliance store. The customer service representative wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even retail store lighting fills the space. Rows of display appliances are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S121","The hiring panel are the main subject, shown inside a modern office. The hiring panel are interviewing job candidates using a standardized evaluation process. Visible in the frame near the hiring panel: job candidates using a standardized evaluation process. The hiring panel is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The hiring panel wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S123","The customer service staff are the main subject, shown inside a retail appliance store. The customer service staff are assisting different customers according to the same company policy. Visible in the frame near the customer service staff: different customers according to the same company policy. The customer service staff is positioned in the center of the frame, facing the camera at a natural angle. The setting is a retail appliance store. The customer service staff wear ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even retail store lighting fills the space. Rows of display appliances are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S124","The school disciplinary committee are the main subject, shown inside a classroom. The school disciplinary committee are reviewing student cases using common evaluation guidelines. Visible in the frame near the school disciplinary committee: student cases using common evaluation guidelines. The school disciplinary committee is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The school disciplinary committee wear plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S125","The project team are the main subject, shown inside a modern office. The project team are discussing unexpected project delays during a planning meeting. Visible in the frame near the project team: unexpected project delays. The project team is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The project team wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S127","The emergency room nurses are the main subject, shown inside a hospital consultation room. The emergency room nurses are supporting one another during a busy hospital shift. Visible in the frame near the emergency room nurses: one another. The emergency room nurses is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The emergency room nurses wear a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S128","The software development team are the main subject, shown inside a modern office. The software development team are discussing project feedback during a retrospective meeting. Visible in the frame near the software development team: project feedback. The software development team is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The software development team wear ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S129","A financial analyst is the main subject, shown inside a modern office. The financial analyst is presenting both investment opportunities and associated risks during a client meeting. Visible in the frame near the financial analyst: both investment opportunities and associated risks. The financial analyst is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The financial analyst wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
